,link,primary name,secondary name,symptoms
678,https://www.mayoclinic.org/diseases-conditions/toxic-hepatitis/symptoms-causes/syc-20352202,Toxic hepatitis,"Hepatitis, toxicSee Toxic hepatitis","['Yellowing of the skin and whites of the eyes (jaundice)', 'Itching', 'Abdominal pain in the upper right portion of the abdomen', 'Fatigue', 'Loss of appetite', 'Nausea and vomiting', 'Rash', 'Fever', 'Weight loss', 'Dark or tea-colored urine']"
679,https://www.mayoclinic.org/diseases-conditions/hepatocellular-carcinoma/cdc-20354552,Hepatocellular carcinoma,Hepatocellular carcinoma,None
680,https://www.mayoclinic.org/diseases-conditions/hepatopulmonary-syndrome/symptoms-causes/syc-20373350,Hepatopulmonary syndrome,Hepatopulmonary syndrome,"['Shortness of breath, especially when sitting or standing', 'Clubbing of the fingers, in which the fingertips spread out and become rounder than normal', 'Broken blood vessels under the skin (spider angioma)', 'Bluish tinge of the lips and skin (cyanosis)']"
681,https://www.mayoclinic.org/diseases-conditions/hht/symptoms-causes/syc-20351135,Hereditary hemorrhagic telangiectasia,Hereditary hemorrhagic telangiectasia,"['Nosebleeds, sometimes on a daily basis and often starting in childhood', 'Lacy red vessels or tiny red spots, particularly on the lips, face, fingertips, tongue and inside surfaces of the mouth', 'Iron deficiency anemia', 'Shortness of breath', 'Headaches', 'Seizures']"
682,https://www.mayoclinic.org/diseases-conditions/lynch-syndrome/symptoms-causes/syc-20374714,Lynch syndrome,Hereditary nonpolyposis colorectal cancer syndromeSee Lynch syndrome,"['Colon cancer before age 50', 'Cancer of the inside lining of the uterus (endometrial cancer) before age 50', 'A personal history of more than one type of cancer', 'A family history of cancer before age 50', 'A family history of other cancers caused by Lynch syndrome, including stomach cancer, ovarian cancer, pancreatic cancer, kidney cancer, bladder cancer, ureteral cancer, brain cancer, small intestine cancer, gallbladder cancer, bile duct cancer and skin cancer']"
683,https://www.mayoclinic.org/diseases-conditions/stickler-syndrome/symptoms-causes/syc-20354067,Stickler syndrome,Hereditary progressive arthro-ophthalmopathySee Stickler syndrome,"['Eye problems.In addition to having severe nearsightedness, children who have Stickler syndrome often experience cataracts, glaucoma and retinal detachments.', 'Hearing difficulties.The extent of hearing loss varies among people who have Stickler syndrome. It usually affects the ability to hear high frequencies.', 'Bone and joint abnormalities.Children who have Stickler syndrome often have overly flexible joints and are more likely to develop abnormal curvatures of the spine, such as scoliosis. Osteoarthritis can begin in adolescence.']"
684,https://www.mayoclinic.org/diseases-conditions/hiatal-hernia/symptoms-causes/syc-20373379,Hiatal hernia,"Hernia, hiatalSee Hiatal hernia","['Heartburn', 'Regurgitation of food or liquids into the mouth', 'Backflow of stomach acid into the esophagus (acid reflux)', 'Difficulty swallowing', 'Chest or abdominal pain', 'Feeling full soon after you eat', 'Shortness of breath', 'Vomiting of blood or passing of black stools, which may indicate gastrointestinal bleeding']"
685,https://www.mayoclinic.org/diseases-conditions/inguinal-hernia/symptoms-causes/syc-20351547,Inguinal hernia,"Hernia, inguinalSee Inguinal hernia","[""A bulge in the area on either side of your pubic bone, which becomes more obvious when you're upright, especially if you cough or strain"", 'A burning or aching sensation at the bulge', 'Pain or discomfort in your groin, especially when bending over, coughing or lifting', 'A heavy or dragging sensation in your groin', 'Weakness or pressure in your groin', 'Occasionally, pain and swelling around the testicles when the protruding intestine descends into the scrotum']"
686,https://www.mayoclinic.org/diseases-conditions/umbilical-hernia/symptoms-causes/syc-20378685,Umbilical hernia,"Hernia, umbilicalSee Umbilical hernia","['Appears to be in pain', 'Begins to vomit', 'Has tenderness, swelling or discoloration at the site of the hernia']"
687,https://www.mayoclinic.org/diseases-conditions/herniated-disk/symptoms-causes/syc-20354095,Herniated disk,Herniated disk,"[""Arm or leg pain.If your herniated disk is in your lower back, you'll typically feel pain in your lower back, buttocks, thigh and calf. You might have pain in part of your foot as well.For a herniated disk in your neck, you'll typically feel the most pain in your shoulder and arm. This pain might shoot into your arm or leg when you cough, sneeze or move into certain positions. Pain is often described as sharp or burning."", 'Numbness or tingling.People who have herniated disks often have radiating numbness or tingling in the body part served by the affected nerves.', 'Weakness.Muscles served by the affected nerves tend to weaken. This can cause you to stumble or affect your ability to lift or hold items.']"
688,https://www.mayoclinic.org/diseases-conditions/shingles/symptoms-causes/syc-20353054,Shingles,Herpes zosterSee Shingles,"['Pain, burning or tingling', 'Sensitivity to touch', 'A red rash that begins a few days after the pain', 'Fluid-filled blisters that break open and crust over', 'Itching']"
689,https://www.mayoclinic.org/diseases-conditions/ramsay-hunt-syndrome/symptoms-causes/syc-20351783,Ramsay Hunt syndrome,Herpes zoster oticusSee Ramsay Hunt syndrome,"['A painful red rash with fluid-filled blisters on, in and around one ear', 'Facial weakness or paralysis on the same side as the affected ear']"
690,https://www.mayoclinic.org/diseases-conditions/hiccups/symptoms-causes/syc-20352613,Hiccups,Hiccups,"['Drinking carbonated beverages.', 'Drinking too much alcohol.', 'Eating too much.', 'Being excited or under emotional stress.', 'Experiencing sudden temperature changes.', 'Swallowing air, such as when chewing gum or smoking.']"
691,https://www.mayoclinic.org/diseases-conditions/high-blood-pressure/symptoms-causes/syc-20373410,High blood pressure (hypertension),High blood pressure,"['Headaches', 'Shortness of breath', 'Nosebleeds']"
692,https://www.mayoclinic.org/diseases-conditions/high-blood-pressure-in-children/symptoms-causes/syc-20373440,High blood pressure in children,High blood pressure in children,"['Headaches', 'Seizures', 'Vomiting', 'Chest pains', 'Fast, pounding or fluttering heartbeat (palpitations)', 'Shortness of breath']"
693,https://www.mayoclinic.org/diseases-conditions/secondary-hypertension/symptoms-causes/syc-20350679,Secondary hypertension,"High blood pressure, secondarySee Secondary hypertension","[""High blood pressure that doesn't respond to blood pressure medications (resistant hypertension)"", 'Very high blood pressure — systolic blood pressure over 180 millimeters of mercury (mm Hg) or diastolic blood pressure over 120 millimeters of mercury (mm Hg)', 'High blood pressure that no longer responds to medication that previously controlled the blood pressure', 'Sudden-onset high blood pressure before age 30 or after age 55', 'No family history of high blood pressure', 'No obesity']"
694,https://www.mayoclinic.org/diseases-conditions/high-blood-cholesterol/symptoms-causes/syc-20350800,High cholesterol,High cholesterol,['Arcus senilis: A sign of high cholesterol?']
695,https://www.mayoclinic.org/diseases-conditions/priapism/symptoms-causes/syc-20352005,Priapism,High-flow priapismSee Priapism,"['Erection lasting more than four hours or unrelated to sexual interest or stimulation', 'Rigid penile shaft, but the tip of penis (glans) is soft', 'Progressively worsening penile pain']"
696,https://www.mayoclinic.org/diseases-conditions/hilar-cholangiocarcinoma/cdc-20354548,Hilar cholangiocarcinoma,Hilar cholangiocarcinoma,None
697,https://www.mayoclinic.org/diseases-conditions/hip-labral-tear/symptoms-causes/syc-20354873,Hip labral tear,Hip labral tear,"['Pain in the hip or groin, often made worse by long periods of standing, sitting or walking or athletic activity', 'A locking, clicking or catching sensation in the hip joint', 'Stiffness or limited range of motion in the hip joint']"
698,https://www.mayoclinic.org/diseases-conditions/histoplasmosis/symptoms-causes/syc-20373495,Histoplasmosis,Histoplasmosis,"['Fever', 'Chills', 'Headache', 'Muscle aches', 'Dry cough', 'Chest pain', 'Tiredness']"
699,https://www.mayoclinic.org/diseases-conditions/laryngitis/symptoms-causes/syc-20374262,Laryngitis,Hoarse voiceSee Laryngitis,"['Hoarseness', 'Weak voice or voice loss', 'Tickling sensation and rawness in your throat', 'Sore throat', 'Dry throat', 'Dry cough']"
700,https://www.mayoclinic.org/diseases-conditions/sty/symptoms-causes/syc-20378017,Stye (sty),HordeolumSee Stye,"['A red lump on your eyelid that is similar to a boil or a pimple', 'Eyelid pain', 'Eyelid swelling', 'Tearing']"
701,https://www.mayoclinic.org/diseases-conditions/horner-syndrome/symptoms-causes/syc-20373547,Horner syndrome,Horner syndrome,"['A persistently small pupil (miosis)', 'A notable difference in pupil size between the two eyes (anisocoria)', 'Little or delayed opening (dilation) of the affected pupil in dim light', 'Drooping of the upper eyelid (ptosis)', 'Slight elevation of the lower lid, sometimes called upside-down ptosis', 'Sunken appearance of the affected eye', 'Little or no sweating (anhidrosis) on the affected side of the face']"
702,https://www.mayoclinic.org/diseases-conditions/hot-flashes/symptoms-causes/syc-20352790,Hot flashes,Hot flashes,"['A sudden feeling of warmth spreading through your chest, neck and face', 'A flushed appearance with red, blotchy skin', 'Rapid heartbeat', 'Perspiration, mostly on your upper body', 'A chilled feeling as the hot flash lets up', 'Feelings of anxiety']"
703,https://www.mayoclinic.org/diseases-conditions/hpv-infection/symptoms-causes/syc-20351596,HPV infection,HPV infection,"['Genital warts.These appear as flat lesions, small cauliflower-like bumps or tiny stemlike protrusions. In women, genital warts appear mostly on the vulva but can also occur near the anus, on the cervix or in the vagina.In men, genital warts appear on the penis and scrotum or around the anus. Genital warts rarely cause discomfort or pain, though they may itch or feel tender.', 'Common warts.Common warts appear as rough, raised bumps and usually occur on the hands and fingers. In most cases, common warts are simply unsightly, but they can also be painful or susceptible to injury or bleeding.', 'Plantar warts.Plantar warts are hard, grainy growths that usually appear on the heels or balls of your feet. These warts might cause discomfort.', 'Flat warts.Flat warts are flat-topped, slightly raised lesions. They can appear anywhere, but children usually get them on the face and men tend to get them in the beard area. Women tend to get them on the legs.']"
704,https://www.mayoclinic.org/diseases-conditions/kyphosis/symptoms-causes/syc-20374205,Kyphosis,HunchbackSee Kyphosis,"[""Fractures.Broken vertebrae can result in curvature of the spine. Compression fractures, which can occur in weakened bone, are the most common. Mild compression fractures often don't produce noticeable signs or symptoms."", 'Osteoporosis.Weak bones can cause spinal curvature, especially if weakened vertebrae develop compression fractures. Osteoporosis is most common in older women and people who have taken corticosteroids for long periods of time.', 'Disk degeneration.Soft, circular disks act as cushions between spinal vertebrae. With age, these disks flatten and shrink, which often worsens kyphosis.', ""Scheuermann's disease.Also called Scheuermann's kyphosis, this disease typically begins during the growth spurt that occurs before puberty."", ""Other problems.Spinal bones that don't develop properly before birth can cause kyphosis. Kyphosis in children can also be associated with certain medical conditions, such as Ehlers-Danlos syndrome.""]"
705,https://www.mayoclinic.org/diseases-conditions/progeria/symptoms-causes/syc-20356038,Progeria,Hutchinson-Gilford progeria syndromeSee Progeria,"['Slowed growth and poor weight gain, with below-average height and weight.', ""Lack of fat that's stored just beneath the skin."", 'Head that is large compared with the face.', 'Small jaw, chin and mouth and thin lips.', ""Thin, curved nose with a slight hook at the end, which may look like a bird's beak."", ""Large eyes and eyelids that don't close completely."", 'Hair loss, including eyelashes and eyebrows.', 'Thin, spotty and wrinkled skin.', 'Veins easily seen through the skin.', 'High-pitched voice.', 'Premature aging.']"
706,https://www.mayoclinic.org/diseases-conditions/hydrocele/symptoms-causes/syc-20363969,Hydrocele,Hydrocele,"['Injury or inflammation within the scrotum.', 'Infection, including a sexually transmitted infection.']"
707,https://www.mayoclinic.org/diseases-conditions/hydrocephalus/symptoms-causes/syc-20373604,Hydrocephalus,Hydrocephalus,"['A head that is larger than usual.', ""A rapid increase in the size of an infant's head."", 'A bulge or tense soft spot on the top of the head.']"
708,https://www.mayoclinic.org/diseases-conditions/hydronephrosis/cdc-20397563,Hydronephrosis,Hydronephrosis,None
709,https://www.mayoclinic.org/diseases-conditions/hypercalcemia/symptoms-causes/syc-20355523,Hypercalcemia,Hypercalcemia,"['Kidneys.Excess calcium makes your kidneys work harder to filter it. This can cause excessive thirst and frequent urination.', 'Digestive system.Hypercalcemia can cause stomach upset, nausea, vomiting and constipation.', 'Bones and muscles.In most cases, the excess calcium in your blood was leached from your bones, which weakens them. This can cause bone pain and muscle weakness.', 'Brain.Hypercalcemia can interfere with how your brain works, resulting in confusion, lethargy and fatigue. It can also cause depression.', 'Heart.Rarely, severe hypercalcemia can interfere with your heart function, causing palpitations and fainting, indications of cardiac arrhythmia, and other heart problems.']"
710,https://www.mayoclinic.org/diseases-conditions/hypereosinophilic-syndrome/symptoms-causes/syc-20352854,Hypereosinophilic syndrome,Hypereosinophilic syndrome,"['A Book: Mayo Clinic Family Health Book, 5th Edition', 'Newsletter: Mayo Clinic Health Letter — Digital Edition']"
711,https://www.mayoclinic.org/diseases-conditions/hyperglycemia/symptoms-causes/syc-20373631,Hyperglycemia in diabetes,Hyperglycemia in diabetes,"['Frequent urination', 'Increased thirst', 'Blurred vision', 'Feeling weak or unusually tired']"
712,https://www.mayoclinic.org/diseases-conditions/hyperoxaluria/symptoms-causes/syc-20352254,Hyperoxaluria and oxalosis,Hyperoxaluria and oxalosis,"['Sharp pain in the back, side, lower stomach area or groin.', 'Urine that looks pink, red or brown due to blood.', 'Frequent urge to pee, also called urination.', 'Pain when peeing.', 'Not being able to urinate or peeing only a small amount.', 'Chills, fever, upset stomach or vomiting.']"
713,https://www.mayoclinic.org/diseases-conditions/hyperparathyroidism/symptoms-causes/syc-20356194,Hyperparathyroidism,Hyperparathyroidism,"['Weak bones that break easily (osteoporosis)', 'Kidney stones', 'Excessive urination', 'Stomach (abdominal) pain', 'Tiring easily or weakness', 'Depression or forgetfulness', 'Bone and joint pain', 'Frequent complaints of illness with no clear cause', 'Nausea, vomiting or loss of appetite']"
714,https://www.mayoclinic.org/diseases-conditions/preeclampsia/symptoms-causes/syc-20355745,Preeclampsia,"Hypertension, pregnancy-relatedSee Preeclampsia","['Excess protein in urine (proteinuria) or other signs of kidney problems', 'Decreased levels of platelets in blood (thrombocytopenia)', 'Increased liver enzymes that indicate liver problems', 'Severe headaches', 'Changes in vision, including temporary loss of vision, blurred vision or light sensitivity', 'Shortness of breath, caused by fluid in the lungs', 'Pain in the upper belly, usually under the ribs on the right side', 'Nausea or vomiting']"
715,https://www.mayoclinic.org/diseases-conditions/pulmonary-hypertension/symptoms-causes/syc-20350697,Pulmonary hypertension,"Hypertension, pulmonarySee Pulmonary hypertension","['Shortness of breath, at first while exercising and eventually while at rest.', 'Blue or gray skin color due to low oxygen levels. Depending on your skin color, these changes may be harder or easier to see.', 'Chest pressure or pain.', 'Dizziness or fainting spells.', 'Fast pulse or pounding heartbeat.', 'Fatigue.', 'Swelling in the ankles, legs and belly area.']"
716,https://www.mayoclinic.org/diseases-conditions/hyperthyroidism/symptoms-causes/syc-20373659,Hyperthyroidism (overactive thyroid),Hyperthyroidism,"['Losing weight without trying.', 'Fast heartbeat, a condition called tachycardia.', 'Irregular heartbeat, also called arrhythmia.', 'Pounding of the heart, sometimes called heart palpitations.', 'Increased hunger.', 'Nervousness, anxiety and irritability.', 'Tremor, usually a small trembling in the hands and fingers.', 'Sweating.', 'Changes in menstrual cycles.', 'Increased sensitivity to heat.', 'Changes in bowel patterns, especially more-frequent bowel movements.', 'Enlarged thyroid gland, sometimes called a goiter, which may appear as a swelling at the base of the neck.', 'Tiredness.', 'Muscle weakness.', 'Sleep problems.', 'Warm, moist skin.', 'Thinning skin.', 'Fine, brittle hair.']"
717,https://www.mayoclinic.org/diseases-conditions/low-sex-drive-in-women/symptoms-causes/syc-20374554,Low sex drive in women,Hypoactive sexual desire disorderSee Low sex drive in women,"['Having no interest in any type of sexual activity, including masturbation', 'Never or only seldom having sexual fantasies or thoughts', 'Being concerned by your lack of sexual activity or fantasies']"
718,https://www.mayoclinic.org/diseases-conditions/hypoglycemia/symptoms-causes/syc-20373685,Hypoglycemia,Hypoglycemia,"['Looking pale', 'Shakiness', 'Sweating', 'Headache', 'Hunger or nausea', 'An irregular or fast heartbeat', 'Fatigue', 'Irritability or anxiety', 'Difficulty concentrating', 'Dizziness or lightheadedness', 'Tingling or numbness of the lips, tongue or cheek']"
719,https://www.mayoclinic.org/diseases-conditions/hyponatremia/symptoms-causes/syc-20373711,Hyponatremia,Hyponatremia,"['Nausea and vomiting', 'Headache', 'Confusion', 'Loss of energy, drowsiness and fatigue', 'Restlessness and irritability', 'Muscle weakness, spasms or cramps', 'Seizures', 'Coma']"
720,https://www.mayoclinic.org/diseases-conditions/hypoparathyroidism/symptoms-causes/syc-20355375,Hypoparathyroidism,Hypoparathyroidism,"['Tingling or burning in the fingertips, toes and lips', 'Muscle aches or cramps in the legs, feet, stomach or face', 'Twitching or spasms of muscles, particularly around the mouth, but also in the hands, arms and throat', 'Fatigue or weakness']"
721,https://www.mayoclinic.org/diseases-conditions/hypopituitarism/symptoms-causes/syc-20351645,Hypopituitarism,Hypopituitarism,"['Fatigue.', 'Muscle weakness.', 'Changes in body fat.', 'Loss of interest in activities.', 'Lack of social contacts.']"
722,https://www.mayoclinic.org/diseases-conditions/hypoplastic-left-heart-syndrome/symptoms-causes/syc-20350599,Hypoplastic left heart syndrome,Hypoplastic left heart syndrome,"['Grayish-blue color of the lips and gums (cyanosis)', 'Rapid, difficult breathing', 'Poor feeding', 'Cold hands and feet', 'Weak pulse', 'Being unusually drowsy or inactive']"
723,https://www.mayoclinic.org/diseases-conditions/hypospadias/symptoms-causes/syc-20355148,Hypospadias,Hypospadias,"['Opening of the urethra at a location other than the tip of the penis', 'Downward curve of the penis (chordee)', 'Hooded appearance of the penis because only the top half of the penis is covered by foreskin', 'Abnormal spraying during urination']"
724,https://www.mayoclinic.org/diseases-conditions/low-blood-pressure/symptoms-causes/syc-20355465,Low blood pressure (hypotension),HypotensionSee Low blood pressure,"['Blurred or fading vision', 'Dizziness or lightheadedness', 'Fainting', 'Fatigue', 'Trouble concentrating', 'Nausea']"
725,https://www.mayoclinic.org/diseases-conditions/hypothyroidism/symptoms-causes/syc-20350284,Hypothyroidism (underactive thyroid),Hypothyroidism,"['Tiredness.', 'More sensitivity to cold.', 'Constipation.', 'Dry skin.', 'Weight gain.', 'Puffy face.', 'Hoarse voice.', 'Coarse hair and skin.', 'Muscle weakness.', 'Muscle aches, tenderness and stiffness.', 'Menstrual cycles that are heavier than usual or irregular.', 'Thinning hair.', 'Slowed heart rate, also called bradycardia.', 'Depression.', 'Memory problems.']"
726,https://www.mayoclinic.org/diseases-conditions/inflammatory-bowel-disease/symptoms-causes/syc-20353315,Inflammatory bowel disease (IBD),IBDSee Inflammatory bowel disease,"['Diarrhea', 'Fatigue', 'Abdominal pain and cramping', 'Blood in your stool', 'Reduced appetite', 'Unintended weight loss']"
727,https://www.mayoclinic.org/diseases-conditions/irritable-bowel-syndrome/symptoms-causes/syc-20360016,Irritable bowel syndrome,IBSSee Irritable bowel syndrome,"['Abdominal pain, cramping or bloating that is related to passing a bowel movement', 'Changes in appearance of bowel movement', 'Changes in how often you are having a bowel movement']"
728,https://www.mayoclinic.org/diseases-conditions/hypersomnia/symptoms-causes/syc-20362332,Idiopathic hypersomnia,Idiopathic hypersomnia,None
729,https://www.mayoclinic.org/diseases-conditions/pseudotumor-cerebri/symptoms-causes/syc-20354031,Pseudotumor cerebri (idiopathic intracranial hypertension),Idiopathic intracranial hypertensionSee Pseudotumor cerebri,"['Often severe headaches that might originate behind your eyes', 'A whooshing sound in your head that pulses with your heartbeat', 'Nausea, vomiting or dizziness', 'Vision loss', 'Brief episodes of blindness, lasting a few seconds and affecting one or both eyes', 'Difficulty seeing to the side', 'Double vision', 'Seeing light flashes', 'Neck, shoulder or back pain']"
730,https://www.mayoclinic.org/diseases-conditions/idiopathic-thrombocytopenic-purpura/symptoms-causes/syc-20352325,Immune thrombocytopenia (ITP),Idiopathic thrombocytopenic purpuraSee Immune thrombocytopenia,"['Easy bruising.', 'Bleeding into the skin that looks like tiny reddish-purple spots, also known as petechiae. The spots mostly show up on the lower legs. They look like a rash.', ""Bleeding into the skin that's larger than petechiae, also known as purpura."", 'Bleeding from the gums or nose.', 'Blood in urine or stools.', 'Really heavy menstrual flow.']"
731,https://www.mayoclinic.org/diseases-conditions/toe-walking/symptoms-causes/syc-20378410,Toe walking in children,Idiopathic toe walkingSee Toe walking in children,"[""A short Achilles tendon.This tendon links the lower leg muscles to the back of the heel bone. If it's too short, it can prevent the heel from touching the ground."", 'Cerebral palsy.Toe walking can be caused by a disorder of movement, muscle tone or posture caused by injury or abnormal development in the parts of the immature brain that control muscle function.', 'Muscular dystrophy.Toe walking sometimes occurs in this genetic disease in which muscle fibers are unusually prone to damage and weaken over time. This diagnosis might be more likely if your child initially walked normally before starting to toe walk.', ""Autism.Toe walking has been linked to autism spectrum disorders, which affect a child's ability to communicate and interact with others.""]"
732,https://www.mayoclinic.org/diseases-conditions/wisdom-teeth/symptoms-causes/syc-20373808,Impacted wisdom teeth,Impacted wisdom teeth,"['Red or swollen gums', 'Tender or bleeding gums', 'Jaw pain', 'Swelling around the jaw', 'Bad breath', 'An unpleasant taste in your mouth', 'Difficulty opening your mouth']"
733,https://www.mayoclinic.org/diseases-conditions/prediabetes/symptoms-causes/syc-20355278,Prediabetes,Impaired glucose toleranceSee Prediabetes,"['Increased thirst', 'Frequent urination', 'Increased hunger', 'Fatigue', 'Blurred vision', 'Numbness or tingling in the feet or hands', 'Frequent infections', 'Slow-healing sores', 'Unintended weight loss']"
734,https://www.mayoclinic.org/diseases-conditions/impetigo/symptoms-causes/syc-20352352,Impetigo,Impetigo,"['Age.Impetigo occurs most commonly in children ages 2 to 5.', 'Close contact.Impetigo spreads easily within families, in crowded settings, such as schools and child care facilities, and from participating in sports that involve skin-to-skin contact.', 'Warm, humid weather.Impetigo infections are more common in warm, humid weather.', 'Broken skin.The bacteria that cause impetigo often enter the skin through a small cut, insect bite or rash.', 'Other health conditions.Children with other skin conditions, such as atopic dermatitis (eczema), are more likely to develop impetigo. Older adults, people with diabetes or people with a weakened immune system are also more likely to get it.']"
735,https://www.mayoclinic.org/diseases-conditions/inherited-metabolic-disorders/symptoms-causes/syc-20352590,Inherited metabolic disorders,Inborn error of metabolismSee Inherited metabolic disorders,None
736,https://www.mayoclinic.org/diseases-conditions/incompetent-cervix/symptoms-causes/syc-20373836,Incompetent cervix,Incompetent cervix,"['A feeling of pelvic pressure.', 'A new backache.', 'Mild stomach cramps.', 'A change in vaginal discharge.', 'Light vaginal bleeding.']"
737,https://www.mayoclinic.org/diseases-conditions/infant-jaundice/symptoms-causes/syc-20373865,Infant jaundice,Infant jaundice,"[""Your baby's skin becomes more yellow"", ""The skin on your baby's the abdomen, arms or legs looks yellow"", ""The whites of your baby's eyes look yellow"", 'Your baby seems listless or sick or is difficult to awaken', ""Your baby isn't gaining weight or is feeding poorly"", 'Your baby makes high-pitched cries', 'Your baby develops any other signs or symptoms that concern you']"
738,https://www.mayoclinic.org/diseases-conditions/infectious-diseases/symptoms-causes/syc-20351173,Infectious diseases,Infectious diseases,"['Fever', 'Diarrhea', 'Fatigue', 'Muscle aches', 'Coughing']"
739,https://www.mayoclinic.org/diseases-conditions/infertility/symptoms-causes/syc-20354317,Infertility,Infertility,"['Are age 35 or older and have tried to conceive for six months or longer.', 'Are over age 40.', 'Have no periods, or irregular or very painful periods.', 'Have known fertility problems.', 'Have endometriosis or a history of pelvic inflammatory disease.', 'Have had more than one miscarriage.', 'Have gotten cancer treatment such as chemotherapy or radiation.']"
740,https://www.mayoclinic.org/diseases-conditions/male-infertility/symptoms-causes/syc-20374773,Male infertility,"Infertility, maleSee Male infertility","['Problems with sexual function — for example, difficulty with ejaculation or small volumes of fluid ejaculated, reduced sexual desire, or difficulty maintaining an erection (erectile dysfunction)', 'Pain, swelling or a lump in the testicle area', 'Recurrent respiratory infections', 'Inability to smell', 'Abnormal breast growth (gynecomastia)', 'Decreased facial or body hair or other signs of a chromosomal or hormonal abnormality', 'A lower than normal sperm count (fewer than 15 million sperm per milliliter of semen or a total sperm count of less than 39 million per ejaculate)']"
741,https://www.mayoclinic.org/diseases-conditions/pancreatitis/symptoms-causes/syc-20360227,Pancreatitis,Inflamed pancreasSee Pancreatitis,"['Pain in the upper belly.', 'Pain in the upper belly that radiates to the back.', 'Tenderness when touching the belly.', 'Fever.', 'Rapid pulse.', 'Upset stomach.', 'Vomiting.']"
742,https://www.mayoclinic.org/diseases-conditions/pericarditis/symptoms-causes/syc-20352510,Pericarditis,Inflammed pericardiumSee Pericarditis,"['Spread to the left shoulder and neck', 'Get worse when coughing, lying down or taking a deep breath', 'Get better when sitting up or leaning forward']"
743,https://www.mayoclinic.org/diseases-conditions/ingrown-hair/symptoms-causes/syc-20373893,Ingrown hair,Ingrown hair,"['Tiny, swollen bumps where you shave, tweeze or wax', 'Small bumps that look like blisters or are filled with pus', 'Small bumps that are darker than surrounding skin (hyperpigmentation)', 'Burning or stinging', 'Itching', 'Hair in the shape of a loop because the tip of the hair curves and grows into the skin']"
744,https://www.mayoclinic.org/diseases-conditions/ingrown-toenails/symptoms-causes/syc-20355903,Ingrown toenails,Ingrown toenails,"['Pain and tenderness', 'Inflamed skin', 'Swelling', 'Infection']"
745,https://www.mayoclinic.org/diseases-conditions/insomnia/symptoms-causes/syc-20355167,Insomnia,Insomnia,"['Difficulty falling asleep at night', 'Waking up during the night', 'Waking up too early', ""Not feeling well-rested after a night's sleep"", 'Daytime tiredness or sleepiness', 'Irritability, depression or anxiety', 'Difficulty paying attention, focusing on tasks or remembering', 'Increased errors or accidents', 'Ongoing worries about sleep']"
746,https://www.mayoclinic.org/diseases-conditions/metabolic-syndrome/symptoms-causes/syc-20351916,Metabolic syndrome,Insulin resistance syndromeSee Metabolic syndrome,"['Age.Your risk of metabolic syndrome increases with age.', 'Ethnicity.In the United States, Hispanics — especially Hispanic women — appear to be at the greatest risk of developing metabolic syndrome. The reasons for this are not entirely clear.', 'Obesity.Carrying too much weight, especially in your abdomen, increases your risk of metabolic syndrome.', ""Diabetes.You're more likely to have metabolic syndrome if you had diabetes during pregnancy (gestational diabetes) or if you have a family history of type 2 diabetes."", ""Other diseases.Your risk of metabolic syndrome is higher if you've ever had nonalcoholic fatty liver disease, polycystic ovary syndrome or sleep apnea.""]"
747,https://www.mayoclinic.org/diseases-conditions/intermittent-explosive-disorder/symptoms-causes/syc-20373921,Intermittent explosive disorder,Intermittent explosive disorder,"['Rage', 'Irritability', 'Increased energy', 'Racing thoughts', 'Tingling', 'Tremors', 'Palpitations', 'Chest tightness']"
748,https://www.mayoclinic.org/diseases-conditions/intestinal-ischemia/symptoms-causes/syc-20373946,Intestinal ischemia,Intestinal ischemia,"['Sudden belly (abdominal) pain that may be mild, moderate or severe', 'An urgent need to have a bowel movement', 'Frequent, forceful bowel movements', 'Abdominal tenderness or bloating (distention)', 'Blood in your stool', 'Nausea and vomiting', 'Mental confusion in older adults']"
749,https://www.mayoclinic.org/diseases-conditions/whipples-disease/symptoms-causes/syc-20378946,Whipple's disease,Intestinal lipodystrophySee Whipple's disease,"['Diarrhea', 'Stomach cramping and pain, which may worsen after meals', 'Weight loss, associated with the malabsorption of nutrients']"
750,https://www.mayoclinic.org/diseases-conditions/intracranial-venous-malformations/symptoms-causes/syc-20353336,Intracranial venous malformations,Intracranial venous malformations,None
751,https://www.mayoclinic.org/diseases-conditions/intussusception/symptoms-causes/syc-20351452,Intussusception,Intussusception,"['Stool mixed with blood and mucus — sometimes referred to as currant jelly stool because of its appearance.', 'Vomiting.', 'A lump in the belly.', 'Weakness or lack of energy.', 'Diarrhea.']"
752,https://www.mayoclinic.org/diseases-conditions/invasive-lobular-carcinoma/symptoms-causes/syc-20373973,Invasive lobular carcinoma,Invasive lobular carcinoma,"['An area of thickening in part of the breast', 'A new area of fullness or swelling in the breast', 'A change in the texture or appearance of the skin over the breast, such as dimpling or thickening', 'A newly inverted nipple']"
753,https://www.mayoclinic.org/diseases-conditions/iritis/symptoms-causes/syc-20354961,Iritis,Iritis,"['Eye redness', 'Discomfort or achiness in the affected eye', 'Sensitivity to light', 'Decreased vision']"
